p6216	a1
p11756	c17
p11757	c17
p11758	c17
p11759	c17
p11760	c17
p11761	c17
p11762	c17
p11763	c17
p11764	c17
p11765	c17
p11766	c17
p11767	c17
p11768	c17
p11769	c17
p11770	c17
p11771	c17
p11772	c17
p11773	c17
p11774	c17
p11775	c17
p11776	c17
p11777	c17
p11778	c17
p11779	c17
p11780	c17
p11781	c17
p11782	c17
p11783	c17
p11784	c17
p11785	c17
p11786	c17
p11787	c17
p11788	c17
p11789	c17
p11790	c17
p11791	c17
p11792	c17
p11793	c17
p11794	c17
p11795	c17
p11796	c17
p11797	c17
p11798	c17
p11799	c17
p11800	c17
p11801	c17
p11802	c17
p11803	c17
p11804	c17
p11805	c17
p11806	c17
p11807	c17
p11808	c17
p11809	c17
p11810	c17
p11811	c17
p11812	c17
p11813	c17
p11814	c17
p11815	c17
p11816	c17
p11817	c17
p11818	c17
p11819	c17
p11820	c17
p11821	c17
p11822	c17
p11823	c17
p11824	c17
p11825	c17
p11826	c17
p11827	c17
p11828	c17
p11829	c17
p11830	c17
p11831	c17
p11832	c17
p11833	c17
p11834	c17
p11835	c17
p11836	c17
p11837	c17
p11838	c17
p11839	c17
p11840	c17
p11841	c17
p11842	c17
p11843	c17
p11844	c17
p11845	c17
p11846	c17
p11847	c17
p11848	c17
p11849	c17
p11850	c17
p11851	c17
p11852	c17
p11853	c17
p11854	c17
p11855	c17
p11856	c17
p11857	c17
p11858	c17
p11859	c17
p11860	c17
p11861	c17
p11862	c17
p11863	c17
p11864	c17
p11865	c17
p11866	c17
p11867	c17
p11868	c17
p11869	c17
p11870	c17
p11871	c17
p11872	c17
p11873	c17
p11874	c17
p11875	c17
p11876	c17
p11877	c17
p11878	c17
p11879	c17
p11880	c17
p11881	c17
p11882	c17
p11883	c17
p11884	c17
p11885	c17
p11886	c17
p11887	c17
p11888	c17
p11889	c17
p11890	c17
p11891	c17
p11892	c17
p11893	c17
p11894	c17
p11895	c17
p11896	c17
p11897	c17
p11898	c17
p11899	c17
p11900	c17
p11901	c17
p11902	c17
p11903	c17
p11904	c17
p11905	c17
p11906	c17
p11907	c17
p11908	c17
p11909	c17
p11910	c17
p11911	c17
p11912	c17
p11913	c17
p11914	c17
p11915	c17
p11916	c17
p11917	c17
p11918	c17
p11919	c17
p11920	c17
p11921	c17
p11922	c17
p11923	c17
p11924	c17
p11925	c17
p11926	c17
p11927	c17
p11928	c17
p11929	c17
p11930	c17
p11931	c17
p11932	c17
p11933	c17
p11934	c17
p11935	c17
p11936	c17
p11937	c17
p11938	c17
p11939	c17
p11940	c17
p11941	c17
p11942	c17
p11943	c17
p11944	c17
p11945	c17
p11946	c17
p11947	c17
p11948	c17
p11949	c17
p11950	c17
p11951	c17
p11952	c17
p11953	c17
p11954	c17
p11955	c17
p11956	c17
p11957	c17
p11958	c17
p11959	c17
p11960	c17
p11961	c17
p11962	c17
p11963	c17
p11964	c17
p11965	c17
p11966	c17
p11967	c17
p11968	c17
p11969	c17
p11970	c17
p11971	c17
p11972	c17
p11973	c17
p11974	c17
p11975	c17
p11976	c17
p11977	c17
p11978	c17
p11979	c17
p11980	c17
p11981	c17
p11982	c17
p11983	c17
p11984	c17
p11985	c17
p11986	c17
p11987	c17
p11988	c17
p11989	c17
p11990	c17
p11991	c17
p11992	c17
p11993	c17
p11994	c17
p11995	c17
p11996	c17
p11997	c17
p11998	c17
p11999	c17
p12000	c17
p12001	c17
p12002	c17
p12003	c17
p12004	c17
p12005	c17
p12006	c17
p12007	c17
p12008	c17
p12009	c17
p12010	c17
p12011	c17
p12012	c17
p12013	c17
p12014	c17
p12015	c17
p12016	c17
p12017	c17
p12018	c17
p12019	c17
p12020	c17
p12021	c17
p12022	c17
p12023	c17
p12024	c17
p12025	c17
p12026	c17
p12027	c17
p12028	c17
p12029	c17
p12030	c17
p12031	c17
p12032	c17
p12033	c17
p12034	c17
p12035	c17
p12036	c17
p12037	c17
p12038	c17
p12039	c17
p12040	c17
p12041	c17
p12042	c17
p12043	c17
p12044	c17
p12045	c17
p12046	c17
p12047	c17
p12048	c17
p12049	c17
p12050	c17
p12051	c17
p12052	c17
p12053	c17
p12054	c17
p12055	c17
p12056	c17
p12057	c17
p12058	c17
p12059	c17
p12060	c17
p12061	c17
p12062	c17
p12063	c17
p12064	c17
p12065	c17
p12066	c17
p12067	c17
p12068	c17
p12069	c17
p12070	c17
p12071	c17
p12072	c17
p12073	c17
p12074	c17
p12075	c17
p12076	c17
p12077	c17
p12078	c17
p12079	c17
p12080	c17
p12081	c17
p12082	c17
p12083	c17
p12084	c17
p12085	c17
p12086	c17
p12087	c17
p12088	c17
p12089	c17
p12090	c17
p12091	c17
p12092	c17
p12093	c17
p12094	c17
p12095	c17
p12096	c17
p12097	c17
p12098	c17
p12099	c17
p12100	c17
p12101	c17
p12102	c17
p12103	c17
p12104	c17
p12105	c17
p12106	c17
p12107	c17
p12108	c17
p12109	c17
p12110	c17
p12111	c17
p12112	c17
p12113	c17
p12114	c17
p12115	c17
p12116	c17
p12117	c17
p12118	c17
p12119	c17
p12120	c17
p12121	c17
p12122	c17
p12123	c17
p12124	c17
p12125	c17
p12126	c17
p12127	c17
p12128	c17
p12129	c17
p12130	c17
p12131	c17
p12132	c17
p12133	c17
p12134	c17
p12135	c17
p12136	c17
p12137	c17
p12138	c17
p12139	c17
p12140	c17
p12141	c17
p12142	c17
p12143	c17
p12144	c17
p12145	c17
p12146	c17
p12147	c17
p12148	c17
p12149	c17
p12150	c17
p12151	c17
p12152	c17
p12153	c17
p12154	c17
p12155	c17
p12156	c17
p12157	c17
p12158	c17
p12159	c17
p12160	c17
p12161	c17
p12162	c17
p12163	c17
p12164	c17
p12165	c17
p12166	c17
p12167	c17
p12168	c17
p12169	c17
p12170	c17
p12171	c17
p12172	c17
p12173	c17
p12174	c17
p12175	c17
p12176	c17
p12177	c17
p12178	c17
p12179	c17
p12180	c17
p12181	c17
p12182	c17
p12183	c17
p12184	c17
p12185	c17
p12186	c17
p12187	c17
p12188	c17
p12189	c17
p12190	c17
p12191	c17
p12192	c17
p12193	c17
p12194	c17
p12195	c17
p12196	c17
p12197	c17
p12198	c17
p12199	c17
p12200	c17
p12201	c17
p12202	c17
p12203	c17
p12204	c17
p12205	c17
p12206	c17
p12207	c17
p12208	c17
p12209	c17
p12210	c17
p12211	c17
p12212	c17
p12213	c17
p12214	c17
p12215	c17
p12216	c17
p12217	c17
p12218	c17
p12219	c17
p12220	c17
p12221	c17
p12222	c17
p12223	c17
p12224	c17
p12225	c17
p12226	c17
p12227	c17
p12228	c17
p12229	c17
p12230	c17
p12231	c17
p12232	c17
p12233	c17
p12234	c17
p12235	c17
p12236	c17
p12237	c17
p12238	c17
p12239	c17
p12240	c17
p12241	c17
p12242	c17
p12243	c17
p12244	c17
p12245	c17
p12246	c17
p12247	c17
p12248	c17
p12249	c17
p12250	c17
p12251	c17
p12252	c17
p12253	c17
p12254	c17
p12255	c17
p12256	c17
p12257	c17
p12258	c17
p12259	c17
p12260	c17
p12261	c17
p12262	c17
p12263	c17
p12264	c17
p12265	c17
p12266	c17
p12267	c17
p12268	c17
p12269	c17
p12270	c17
p12271	c17
p12272	c17
p12273	c17
p12274	c17
p12275	c17
p12276	c17
p12277	c17
p12278	c17
p12279	c17
p12280	c17
p12281	c17
p12282	c17
p12283	c17
p12284	c17
p12285	c17
p12286	c17
p12287	c17
p12288	c17
p12289	c17
p12290	c17
p12291	c17
p12292	c17
p12293	c17
p12294	c17
p12295	c17
p12296	c17
p12297	c17
p12298	c17
p12299	c17
p12300	c17
p12301	c17
p12302	c17
p12303	c17
p12304	c17
p12305	c17
p12306	c17
p12307	c17
p12308	c17
p12309	c17
p12310	c17
p12311	c17
p12312	c17
p12313	c17
p12314	c17
p12315	c17
p12316	c17
p12317	c17
p12318	c17
p12319	c17
p12320	c17
p12321	c17
p12322	c17
p12323	c17
p12324	c17
p12325	c17
p12326	c17
p12327	c17
p12328	c17
p12329	c17
p12330	c17
p12331	c17
p12332	c17
p12333	c17
p12334	c17
p12335	c17
p12336	c17
p12337	c17
p12338	c17
p12339	c17
p12340	c17
p12341	c17
p12342	c17
p12343	c17
p12344	c17
p12345	c17
p12346	c17
p12347	c17
p12348	c17
p12349	c17
p12350	c17
p12351	c17
p12352	c17
p12353	c17
p12354	c17
p12355	c17
p12356	c17
p12357	c17
p12358	c17
p12359	c17
p12360	c17
p12361	c17
p12362	c17
p12363	c17
p12364	c17
p12365	c17
p12366	c17
p12367	c17
p12368	c17
p12369	c17
p12370	c17
p12371	c17
p12372	c17
p12373	c17
p12374	c17
p12375	c17
p12376	c17
p12377	c17
p12378	c17
p12379	c17
p12380	c17
p12381	c17
p12382	c17
p12383	c17
p12384	c17
p12385	c17
p12386	c17
p12387	c17
p12388	c17
p12389	c17
p12390	c17
p12391	c17
p12392	c17
p12393	c17
p12394	c17
p12395	c17
p12396	c17
p12397	c17
p12398	c17
p12399	c17
p12400	c17
p12401	c17
p12402	c17
p12403	c17
p12404	c17
p12405	c17
p12406	c17
p12407	c17
p12408	c17
p12409	c17
p12410	c17
p12411	c17
p12412	c17
p12413	c17
p12414	c17
p12415	c17
p12416	c17
p12417	c17
p12418	c17
p12419	c17
p12420	c17
p12421	c17
p12422	c17
p12423	c17
p12424	c17
p12425	c17
p12426	c17
p12427	c17
p12428	c17
p12429	c17
p12430	c17
p12431	c17
p12432	c17
p12433	c17
p12434	c17
p12435	c17
p12436	c17
p12437	c17
p12438	c17
p12439	c17
p12440	c17
p12441	c17
p12442	c17
p12443	c17
p12444	c17
p12445	c17
p12446	c17
p12447	c17
p12448	c17
p12449	c17
p12450	c17
p12451	c17
p12452	c17
p12453	c17
p12454	c17
p12455	c17
p12456	c17
p12457	c17
p12458	c17
p12459	c17
p12460	c17
p12461	c17
p12462	c17
p12463	c17
p12464	c17
p12465	c17
p12466	c17
p12467	c17
p12468	c17
p12469	c17
p12470	c17
p12471	c17
p12472	c17
p12473	c17
p12474	c17
p12475	c17
p12476	c17
p12477	c17
p12478	c17
p12479	c17
p12480	c17
p12481	c17
p12482	c17
p12483	c17
p12484	c17
p12485	c17
p12486	c17
p12487	c17
p12488	c17
p12489	c17
p12490	c17
p12491	c17
p12492	c17
p12493	c17
p12494	c17
p12495	c17
p12496	c17
p12497	c17
p12498	c17
p12499	c17
p12500	c17
p12501	c17
p12502	c17
p12503	c17
p12504	c17
p12505	c17
p12506	c17
p12507	c17
p12508	c17
p12509	c17
p12510	c17
p12511	c17
p12512	c17
p12513	c17
p12514	c17
p12515	c17
p12516	c17
p12517	c17
p12518	c17
p12519	c17
p12520	c17
p12521	c17
p12522	c17
p12523	c17
p12524	c17
p12525	c17
p12526	c17
p12527	c17
p12528	c17
p12529	c17
p12530	c17
p12531	c17
p12532	c17
p12533	c17
p12534	c17
p12535	c17
p12536	c17
p12537	c17
p12538	c17
p12539	c17
p12540	c17
p12541	c17
p12542	c17
p12543	c17
p12544	c17
p12545	c17
p12546	c17
p12547	c17
p12548	c17
p12549	c18
p12550	c18
p12551	c18
p12552	c18
p12553	c18
p12554	c18
p12555	c18
p12556	c18
p12557	c18
p12558	c18
p12559	c18
p12560	c18
p12561	c18
p12562	c18
p12563	c18
p12564	c18
p12565	c18
p12566	c18
p12567	c18
p12568	c18
p12569	c18
p12570	c18
p12571	c18
p12572	c18
p12573	c18
p12574	c18
p12575	c18
p12576	c18
p12577	c18
p12578	c18
p12579	c18
p12580	c18
p12581	c18
p12582	c18
p12583	c18
p12584	c18
p12585	c18
p12586	c18
p12587	c18
p12588	c18
p12589	c18
p12590	c18
p12591	c18
p12592	c18
p12593	c18
p12594	c18
p12595	c18
p12596	c18
p12597	c18
p12598	c18
p12599	c18
p12600	c18
p12601	c18
p12602	c18
p12603	c18
p12604	c18
p12605	c18
p12606	c18
p12607	c18
p12608	c18
p12609	c18
p12610	c18
p12611	c18
p12612	c18
p12613	c18
p12614	c18
p12615	c18
p12616	c18
p12617	c18
p12618	c18
p12619	c18
p12620	c18
p12621	c18
p12622	c18
p12623	c18
p12624	c18
p12625	c18
p12626	c18
p12627	c18
p12628	c18
p12629	c18
p12630	c18
p12631	c18
p12632	c18
p12633	c18
p12634	c18
p12635	c18
p12636	c18
p12637	c18
p12638	c18
p12639	c18
p12640	c18
p12641	c18
p12642	c18
p12643	c18
p12644	c18
p12645	c18
p12646	c18
p12647	c18
p12648	c18
p12649	c18
p12650	c18
p12651	c18
p12652	c18
p12653	c18
p12654	c18
p12655	c18
p12656	c18
p12657	c18
p12658	c18
p12659	c18
p12660	c18
p12661	c18
p12662	c18
p12663	c18
p12664	c18
p12665	c18
p12666	c18
p12667	c18
p12668	c18
p12669	c18
p12670	c18
p12671	c18
p12672	c18
p12673	c18
p12674	c18
p12675	c18
p12676	c18
p12677	c18
p12678	c18
p12679	c18
p12680	c18
p12681	c18
p12682	c18
p12683	c18
p12684	c18
p12685	c18
p12686	c18
p12687	c18
p12688	c18
p12689	c18
p12690	c18
p12691	c18
p12692	c18
p12693	c18
p12694	c18
p12695	c18
p12696	c18
p12697	c18
p12698	c18
p12699	c18
p12700	c18
p12701	c18
p12702	c18
p12703	c18
p12704	c18
p12705	c18
p12706	c18
p12707	c18
p12708	c18
p12709	c18
p12710	c18
p12711	c18
p12712	c18
p12713	c18
p12714	c18
p12715	c18
p12716	c18
p12717	c18
p12718	c18
p12719	c18
p12720	c18
p12721	c18
p12722	c18
p12723	c18
p12724	c18
p12725	c18
p12726	c18
p12727	c18
p12728	c18
p12729	c18
p12730	c18
p12731	c18
p12732	c18
p12733	c18
p12734	c18
p12735	c18
p12736	c18
p12737	c18
p12738	c18
p12739	c18
p12740	c18
p12741	c18
p12742	c18
p12743	c18
p12744	c18
p12745	c18
p12746	c18
p12747	c18
p12748	c18
p12749	c18
p12750	c18
p12751	c18
p12752	c18
p12753	c18
p12754	c18
p12755	c18
p12756	c18
p12757	c18
p12758	c18
p12759	c18
p12760	c18
p12761	c18
p12762	c18
p12763	c18
p12764	c18
p12765	c18
p12766	c18
p12767	c18
p12768	c18
p12769	c18
p12770	c18
p12771	c18
p12772	c18
p12773	c18
p12774	c18
p12775	c18
p12776	c18
p12777	c18
p12778	c18
p12779	c18
p12780	c18
p12781	c18
p12782	c18
p12783	c18
p12784	c18
p12785	c18
p12786	c18
p12787	c18
p12788	c18
p12789	c18
p12790	c18
p12791	c18
p12792	c18
p12793	c18
p12794	c18
p12795	c18
p12796	c18
p12797	c18
p12798	c18
p12799	c18
p12800	c18
p12801	c18
p12802	c18
p12803	c18
p12804	c18
p12805	c18
p12806	c18
p12807	c18
p12808	c18
p12809	c18
p12810	c18
p12811	c18
p12812	c18
p12813	c18
p12814	c18
p12815	c18
p12816	c18
p12817	c18
p12818	c18
p12819	c18
p12820	c18
p12821	c18
p12822	c18
p12823	c18
p12824	c18
p12825	c18
p12826	c18
p12827	c18
p12828	c18
p12829	c18
p12830	c18
p12831	c18
p12832	c18
p12833	c18
p12834	c18
p12835	c18
p12836	c18
p12837	c18
p12838	c18
p12839	c18
p12840	c18
p12841	c18
p12842	c18
p12843	c18
p12844	c18
p12845	c18
p12846	c18
p12847	c18
p12848	c18
p12849	c18
p12850	c18
p12851	c18
p12852	c18
p12853	c18
p12854	c18
p12855	c18
p12856	c18
p12857	c18
p12858	c18
p12859	c18
p12860	c18
p12861	c18
p12862	c18
p12863	c18
p12864	c18
p12865	c18
p12866	c18
p12867	c18
p12868	c18
p12869	c18
p12870	c18
p12871	c18
p12872	c18
p12873	c18
p12874	c18
p12875	c18
p12876	c18
p12877	c18
p12878	c18
p12879	c18
p12880	c18
p12881	c18
p12882	c18
p12883	c18
p12884	c18
p12885	c18
p12886	c18
p12887	c18
p12888	c18
p12889	c18
p12890	c18
p12891	c18
p12892	c18
p12893	c18
p12894	c18
p12895	c18
p12896	c18
p12897	c18
p12898	c18
p12899	c18
p12900	c18
p12901	c18
p12902	c18
p12903	c18
p12904	c18
p12905	c18
p12906	c18
p12907	c18
p12908	c18
p12909	c18
p12910	c18
p12911	c18
p12912	c18
p12913	c18
p12914	c18
p12915	c18
p12916	c18
p12917	c18
p12918	c18
p12919	c18
p12920	c18
p12921	c18
p12922	c18
p12923	c18
p12924	c18
p12925	c18
p12926	c18
p12927	c18
p12928	c18
p12929	c18
p12930	c18
p12931	c18
p12932	c18
p12933	c18
p12934	c18
p12935	c18
p12936	c18
p12937	c18
p12938	c18
p12939	c18
p12940	c18
p12941	c18
p12942	c18
p12943	c18
p12944	c18
p12945	c18
p12946	c18
p12947	c18
p12948	c18
p12949	c18
p12950	c18
p12951	c18
p12952	c18
p12953	c18
p12954	c18
p12955	c18
p12956	c18
p12957	c18
p12958	c18
p12959	c18
p12960	c18
p12961	c18
p12962	c18
p12963	c18
p12964	c18
p12965	c18
p12966	c18
p12967	c18
p12968	c18
p12969	c18
p12970	c18
p12971	c18
p12972	c18
p12973	c18
p12974	c18
p12975	c18
p12976	c18
p12977	c18
p12978	c18
p12979	c18
p12980	c18
p12981	c18
p12982	c18
p12983	c18
p12984	c18
p12985	c18
p12986	c18
p12987	c18
p12988	c18
p12989	c18
p12990	c18
p12991	c18
p12992	c18
p12993	c18
p12994	c18
p12995	c18
p12996	c18
p12997	c18
p12998	c18
p12999	c18
p13000	c18
p13001	c18
p13002	c18
p13003	c18
p13004	c18
p13005	c18
p13006	c18
p13007	c18
p13008	c18
p13009	c18
p13010	c18
p13011	c18
p13012	c18
p13013	c18
p13014	c18
p13015	c18
p13016	c18
p13017	c18
p13018	c18
p13019	c18
p13020	c18
p13021	c18
p13022	c18
p13023	c18
p13024	c18
p13025	c18
p13026	c18
p13027	c18
p13028	c18
p13029	c18
p13030	c18
p13031	c18
p13032	c18
p13033	c18
p13034	c18
p13035	c18
p13036	c18
p13037	c18
p13038	c18
p13039	c18
p13040	c18
p13041	c18
p13042	c18
p13043	c18
p13044	c18
p13045	c18
p13046	c18
p13047	c18
p13048	c18
p13049	c18
p13050	c18
p13051	c18
p13052	c18
p13053	c18
p13054	c18
p13055	c18
p13056	c18
p13057	c18
p13058	c18
p13059	c18
p13060	c18
p13061	c18
p13062	c18
p13063	c18
p13064	c18
p13065	c18
p13066	c18
p13067	c18
p13068	c18
p13069	c18
p13070	c18
p13071	c18
p13072	c18
p13073	c18
p13074	c18
p13075	c18
p13076	c18
p13077	c18
p13078	c18
p13079	c18
p13080	c18
p13081	c18
p13082	c18
p13083	c18
p13084	c18
p13085	c18
p13086	c18
p13087	c18
p13088	c18
p13089	c18
p13090	c18
p13091	c18
p13092	c18
p13093	c18
p13094	c18
p13095	c18
p13096	c18
p13097	c18
p13098	c18
p13099	c18
p13100	c18
p13101	c18
p13102	c18
p13103	c18
p13104	c18
p13105	c18
p13106	c18
p13107	c18
p13108	c18
p13109	c18
p13110	c18
p13111	c18
p13112	c18
p13113	c18
p13114	c18
p13115	c18
p13116	c18
p13117	c18
p13118	c18
p13119	c18
p13120	c18
p13121	c18
p13122	c18
p13123	c18
p13124	c18
p13125	c18
p13126	c18
p13127	c18
p13128	c18
p13129	c18
p13130	c18
p13131	c18
p13132	c18
p13133	c18
p13134	c18
p13135	c18
p13136	c18
p13137	c18
p13138	c18
p13139	c18
p13140	c18
p13141	c18
p13142	c18
p13143	c18
p13144	c18
p13145	c18
p13146	c18
p13147	c18
p13148	c18
p13149	c18
p13150	c18
p13151	c18
p13152	c18
p13153	c18
p13154	c18
p13155	c18
p13156	c18
p13157	c18
p13158	c18
p13159	c18
p13160	c18
p13161	c18
p13162	c18
p13163	c18
p13164	c18
p13165	c18
p13166	c18
p13167	c18
p13168	c18
p13169	c18
p13170	c18
p13171	c18
p13172	c18
p13173	c18
p13174	c18
p13175	c18
p13176	c18
p13177	c18
p13178	c18
p13179	c18
p13180	c18
p13181	c18
p13182	c18
p13183	c18
p13184	c18
p13185	c18
p13186	c18
p13187	c18
p13188	c18
p13189	c18
p13190	c18
p13191	c18
p13192	c18
p13193	c18
p13194	c18
p13195	c18
p13196	c18
p13197	c18
p13198	c18
p13199	c18
p13200	c18
p13201	c18
p13202	c18
p13203	c18
p13204	c18
p13205	c18
p13206	c18
p13207	c18
p13208	c18
p13209	c18
p13210	c18
p13211	c18
p13212	c18
p13213	c18
p13214	c18
p13215	c18
p13216	c18
p13217	c18
p13218	c18
p13219	c18
p13220	c18
p13221	c18
p13222	c18
p13223	c18
p13224	c18
p13225	c18
p13226	c18
p13227	c18
p13228	c18
p13229	c18
p13230	c18
p13231	c18
p13232	c18
p13233	c18
p13234	c18
p13235	c18
p13236	c18
p13237	c18
p13238	c18
p13239	c18
p13240	c18
p13241	c18
p13242	c18
p13243	c18
p13244	c18
p13245	c18
p13246	c18
p13247	c18
p13248	c18
p13249	c18
p13250	c18
p13251	c18
p13252	c18
p13253	c18
p13254	c18
p13255	c18
p13256	c18
p13257	c18
p13258	c18
p13259	c18
p13260	c18
p13261	c18
p13262	c18
p13263	c18
p13264	c18
p13265	c18
p13266	c18
p13267	c18
p13268	c18
p13269	c18
p13270	c18
p13271	c18
p13272	c18
p13273	c18
p13274	c18
p13275	c18
p13276	c18
p13277	c18
p13278	c18
p13279	c18
p13280	c18
p13281	c18
p13282	c18
p13283	c18
p13284	c18
p13285	c18
p13286	c18
p13287	c18
p13288	c18
p13289	c18
p13290	c18
p13291	c18
p13292	c18
p13293	c18
p13294	c18
p13295	c18
p13296	c18
p13297	c18
p13298	c18
p13299	c18
p13300	c18
p13301	c18
p13302	c18
p13303	c18
p13304	c18
p13305	c18
p13306	c18
p13307	c18
p13308	c18
p13309	c18
p13310	c18
p13311	c18
p13312	c18
p13313	c18
p13314	c18
p13315	c18
p13316	c18
p13317	c18
p13318	c18
p13319	c18
p13320	c18
p13321	c18
p13322	c18
p13323	c18
p13324	c18
p13325	c18
p13326	c18
p13327	c18
p13328	c18
p13329	c18
p13330	c18
p13331	c18
p13332	c18
p13333	c18
p13334	c18
p13335	c18
p13336	c18
p13337	c18
p13338	c18
p13339	c18
p13340	c18
p13341	c18
p13342	c18
p13343	c18
p13344	c18
p13345	c18
p13346	c18
p13347	c18
p13348	c18
p13349	c18
p13350	c18
p13351	c18
p13352	c18
p13353	c18
p13354	c18
p13355	c18
p13356	c18
p13357	c18
p13358	c18
p13359	c18
p13360	c18
p13361	c18
p13362	c18
p13363	c18
p13364	c18
p13365	c18
p13366	c18
p13367	c18
p13368	c18
p13369	c18
p13370	c18
p13371	c18
p13372	c18
p13373	c18
p13374	c18
p13375	c18
p13376	c18
p13377	c18
p13378	c18
p13379	c18
p13380	c18
p13381	c18
p13382	c18
p13383	c18
p13384	c18
p13385	c18
p13386	c18
p13387	c18
p13388	c18
p13389	c18
p13390	c18
p13391	c18
p13392	c18
p13393	c18
p13394	c18
p13395	c18
p13396	c18
p13397	c18
p13398	c18
p13399	c18
p13400	c18
p13401	c18
p13402	c18
p13403	c18
p13404	c18
p13405	c18
p13406	c18
p13407	c18
p13408	c18
p13409	c18
p13410	c18
p13411	c18
p13412	c18
p13413	c18
p13414	c18
p13415	c18
p13416	c18
p13417	c18
p13418	c18
p13419	c18
p13420	c18
p13421	c18
p13422	c18
p13423	c18
p13424	c18
p13425	c18
p13426	c18
p13427	c18
p13428	c18
p13429	c18
p13430	c18
p13431	c18
p13432	c18
p13433	c18
p13434	c18
p13435	c18
p13436	c18
p13437	c18
p13438	c18
p13439	c18
p13440	c18
p13441	c18
p13442	c18
p13443	c18
p13444	c18
p13445	c18
p13446	c18
p13447	c18
p13448	c18
p13449	c18
p13450	c18
p13451	c18
p13452	c18
p13453	c18
p13454	c18
p13455	c18
p13456	c18
p13457	c18
p13458	c18
p13459	c18
p13460	c18
p13461	c18
p13462	c18
p13463	c18
p13464	c18
p13465	c18
p13466	c18
p13467	c18
p13468	c18
p13469	c18
p13470	c18
p13471	c18
p13472	c18
p13473	c18
p13474	c18
p13475	c18
p13476	c18
p13477	c18
p13478	c18
p13479	c18
p13480	c18
p13481	c18
p13482	c18
p13483	c18
p13484	c18
p13485	c18
p13486	c18
p13487	c18
p13488	c18
p13489	c18
p13490	c18
p13491	c18
p13492	c18
p13493	c18
p13494	c18
p13495	c18
p13496	c18
p13497	c18
p13498	c18
p13499	c18
p13500	c18
p13501	c18
p13502	c18
p13503	c18
p13504	c18
p13505	c18
p13506	c18
p13507	c18
p13508	c18
p13509	c18
p13510	c18
p13511	c18
p13512	c18
p13513	c18
p13514	c18
p13515	c18
p13516	c18
p13517	c18
p13518	c18
p13519	c18
p13520	c18
p13521	c18
p13522	c18
p13523	c18
p13524	c18
p13525	c18
p13526	c18
p13527	c18
p13528	c18
p13529	c18
p13530	c18
p13531	c18
p13532	c18
p13533	c18
p13534	c18
p13535	c18
p13536	c18
p13537	c18
p13538	c18
p13539	c18
p13540	c18
p13541	c18
p13542	c18
p13543	c18
p13544	c18
p13545	c18
p13546	c18
p13547	c18
p13548	c18
p13549	c18
p13550	c18
p13551	c18
p13552	c18
p13553	c18
p13554	c18
p13555	c18
p13556	c18
p13557	c18
p13558	c18
p13559	c18
p13560	c18
p13561	c18
p13562	c18
p13563	c18
p13564	c18
p13565	c18
p13566	c18
p13567	c18
p13568	c18
p13569	c18
p13570	c18
p13571	c18
p13572	c18
p13573	c18
p13574	c18
p13575	c18
p13576	c18
p13577	c18
p13578	c18
p13579	c18
p13580	c18
p13581	c18
p13582	c18
p13583	c18
p13584	c18
p13585	c18
p13586	c18
p13587	c18
p13588	c18
p13589	c18
p13590	c18
p13591	c18
p13592	c18
p13593	c18
p13594	c18
p13595	c18
p13596	c18
p13597	c18
p13598	c18
p13599	c18
p13600	c18
p13601	c18
p13602	c18
p13603	c18
p13604	c18
p13605	c18
p13606	c18
p13607	c18
p13608	c18
p13609	c18
p13610	c18
p13611	c18
p13612	c18
p13613	c18
p13614	c18
p13615	c18
p13616	c18
p13617	c18
p13618	c18
p13619	c18
p13620	c18
p13621	c18
p13622	c18
p13623	c18
p13624	c18
p13625	c18
p13626	c18
p13627	c18
p13628	c18
p13629	c18
p13630	c18
p13631	c18
p13632	c18
p13633	c18
p13634	c18
p13635	c18
p13636	c18
p13637	c18
p13638	c18
p13639	c18
p13640	c18
p13641	c18
p13642	c18
p13643	c18
p13644	c18
p13645	c18
p13646	c18
p13647	c18
p13648	c18
p13649	c18
p13650	c18
p13651	c18
p13652	c18
p13653	c18
p13654	c18
p13655	c18
p13656	c18
p13657	c18
p13658	c18
p13659	c18
p13660	c18
p13661	c18
p13662	c18
p13663	c18
p13664	c18
p13665	c18
p13666	c18
p13667	c18
p13668	c18
p13669	c18
p13670	c18
p13671	c18
p13672	c18
p13673	c18
p13674	c18
p13675	c18
p13676	c18
p13677	c18
p13678	c18
p13679	c18
p13680	c18
p13681	c18
p13682	c18
p13683	c18
p13684	c18
p13685	c18
p13686	c18
p13687	c18
p13688	c18
p13689	c18
p13690	c18
p13691	c18
p13692	c18
p13693	c18
p13694	c18
p13695	c18
p13696	c18
p13697	c18
p13698	c18
p13699	c18
p13700	c18
p13701	c18
p13702	c18
p13703	c18
p13704	c18
p13705	c18
p13706	c18
p13707	c18
p13708	c18
p13709	c18
p13710	c18
p13711	c18
p13712	c18
p13713	c18
p13714	c18
p13715	c18
p13716	c18
p13717	c18
p13718	c18
p13719	c18
p13720	c18
p13721	c18
p13722	c18
p13723	c18
p13724	c18
p13725	c18
p13726	c18
p13727	c18
p13728	c18
p13729	c18
p13730	c18
p13731	c18
p13732	c18
p13733	c18
p13734	c18
p13735	c18
p13736	c18
p13737	c18
p13738	c18
p13739	c18
p13740	c18
p13741	c18
p13742	c18
p13743	c18
p13744	c18
p13745	c18
p13746	c18
p13747	c18
p13748	c18
p13749	c18
p13750	c18
p13751	c18
p13752	c18
p13753	c18
p13754	c18
